chrom	start	end	name	gencode_name	category	shared_both_cohorts	gene_type	strand	length_bp
chr3	38759680	38762383	SCN10A	SCN10A	PASSENGER	False	protein_coding	-	2703
chr3	38762504	38764596	SCN10A	SCN10A	PASSENGER	False	protein_coding	-	2092
chr3	38770278	38772407	SCN10A	SCN10A	PASSENGER	False	protein_coding	-	2129
chr3	38787955	38790036	SCN10A	SCN10A	PASSENGER	False	protein_coding	-	2081
chr3	38791049	38795042	SCN10A	SCN10A	PASSENGER	False	protein_coding	-	3993
chr3	38815036	38817286	SCN10A	SCN10A	PASSENGER	False	protein_coding	-	2250
chr3	49553476	49555826	BSN	BSN	DRIVER	False	protein_coding	+	2350
chr3	49623974	49626383	BSN	BSN	DRIVER	False	protein_coding	+	2409
chr3	49641267	49644152	BSN	BSN	DRIVER	False	protein_coding	+	2885
chr3	49649611	49659196	BSN	BSN	DRIVER	False	protein_coding	+	9585
chr3	49659485	49666318	BSN	BSN	DRIVER	False	protein_coding	+	6833
chr3	49666589	49672549	BSN	BSN	DRIVER	False	protein_coding	+	5960
chr3	52315318	52318903	DNAH1	DNAH1	DRIVER	False	protein_coding	+	3585
chr3	52320647	52324880	DNAH1	DNAH1	DRIVER	False	protein_coding	+	4233
chr3	52325139	52329014	DNAH1	DNAH1	DRIVER	False	protein_coding	+	3875
chr3	52330147	52333394	DNAH1	DNAH1	DRIVER	False	protein_coding	+	3247
chr3	52343489	52374053	DNAH1	DNAH1	DRIVER	False	protein_coding	+	30564
chr3	52374239	52376993	DNAH1	DNAH1	DRIVER	False	protein_coding	+	2754
chr3	52377601	52401492	DNAH1	DNAH1	DRIVER	False	protein_coding	+	23891
chr3	98129720	98139548	OR5H1	OR5H1	PASSENGER	False	protein_coding	+	9828
chr3	108379367	108382559	MYH15	MYH15	PASSENGER	False	protein_coding	-	3192
chr3	108382594	108385782	MYH15	MYH15	PASSENGER	False	protein_coding	-	3188
chr3	108387969	108390074	MYH15	MYH15	PASSENGER	False	protein_coding	-	2105
chr3	108390759	108392930	MYH15	MYH15	PASSENGER	False	protein_coding	-	2171
chr3	108393030	108395156	MYH15	MYH15	PASSENGER	False	protein_coding	-	2126
chr3	108397636	108400267	MYH15	MYH15	PASSENGER	False	protein_coding	-	2631
chr3	108403918	108406453	MYH15	MYH15	PASSENGER	False	protein_coding	-	2535
chr3	108407279	108409404	MYH15	MYH15	PASSENGER	False	protein_coding	-	2125
chr3	108409582	108411932	MYH15	MYH15	PASSENGER	False	protein_coding	-	2350
chr3	108413231	108415428	MYH15	MYH15	PASSENGER	False	protein_coding	-	2197
chr3	108415811	108417930	MYH15	MYH15	PASSENGER	False	protein_coding	-	2119
chr3	108420087	108422214	MYH15	MYH15	PASSENGER	False	protein_coding	-	2127
chr3	108427491	108431922	MYH15	MYH15	PASSENGER	False	protein_coding	-	4431
chr3	108436553	108438699	MYH15	MYH15	PASSENGER	False	protein_coding	-	2146
chr3	108438736	108442260	MYH15	MYH15	PASSENGER	False	protein_coding	-	3524
chr3	108443639	108445895	MYH15	MYH15	PASSENGER	False	protein_coding	-	2256
chr3	108453005	108457883	MYH15	MYH15	PASSENGER	False	protein_coding	-	4878
chr3	108458361	108465814	MYH15	MYH15	PASSENGER	False	protein_coding	-	7453
chr3	108469041	108471847	MYH15	MYH15	PASSENGER	False	protein_coding	-	2806
chr3	108475396	108477515	MYH15	MYH15	PASSENGER	False	protein_coding	-	2119
chr3	108484090	108488191	MYH15	MYH15	PASSENGER	False	protein_coding	-	4101
chr3	108491499	108494177	MYH15	MYH15	PASSENGER	False	protein_coding	-	2678
chr3	108494779	108496872	MYH15	MYH15	PASSENGER	False	protein_coding	-	2093
chr3	108497051	108502855	MYH15	MYH15	PASSENGER	False	protein_coding	-	5804
chr3	108504722	108506829	MYH15	MYH15	PASSENGER	False	protein_coding	-	2107
chr3	108509442	108511596	MYH15	MYH15	PASSENGER	False	protein_coding	-	2154
chr3	108528262	108530322	MYH15	MYH15	PASSENGER	False	protein_coding	-	2060
chr3	108957247	108960120	MORC1	MORC1	PASSENGER	False	protein_coding	-	2873
chr3	108962413	108964608	MORC1	MORC1	PASSENGER	False	protein_coding	-	2195
chr3	108968668	108972402	MORC1	MORC1	PASSENGER	False	protein_coding	-	3734
chr3	108978514	108980667	MORC1	MORC1	PASSENGER	False	protein_coding	-	2153
chr3	108983715	108985782	MORC1	MORC1	PASSENGER	False	protein_coding	-	2067
chr3	108985879	108987949	MORC1	MORC1	PASSENGER	False	protein_coding	-	2070
chr3	108999556	109001658	MORC1	MORC1	PASSENGER	False	protein_coding	-	2102
chr3	109003816	109008091	MORC1	MORC1	PASSENGER	False	protein_coding	-	4275
chr3	109026750	109028889	MORC1	MORC1	PASSENGER	False	protein_coding	-	2139
chr3	109031719	109033825	MORC1	MORC1	PASSENGER	False	protein_coding	-	2106
chr3	109034339	109036468	MORC1	MORC1	PASSENGER	False	protein_coding	-	2129
chr3	109053727	109055882	MORC1	MORC1	PASSENGER	False	protein_coding	-	2155
chr3	109056342	109058486	MORC1	MORC1	PASSENGER	False	protein_coding	-	2144
chr3	109058805	109060870	MORC1	MORC1	PASSENGER	False	protein_coding	-	2065
chr3	109060987	109064231	MORC1	MORC1	PASSENGER	False	protein_coding	-	3244
chr3	109068631	109070757	MORC1	MORC1	PASSENGER	False	protein_coding	-	2126
chr3	109092435	109096068	MORC1	MORC1	PASSENGER	False	protein_coding	-	3633
chr3	109098357	109101507	MORC1	MORC1	PASSENGER	False	protein_coding	-	3150
chr3	109102848	109104917	MORC1	MORC1	PASSENGER	False	protein_coding	-	2069
chr3	109109748	109111783	MORC1	MORC1	PASSENGER	False	protein_coding	-	2035
chr3	109113383	109115437	MORC1	MORC1	PASSENGER	False	protein_coding	-	2054
chr3	109116994	109119134	MORC1	MORC1	PASSENGER	False	protein_coding	-	2140
chr3	121662198	121678450	GOLGB1	GOLGB1	DRIVER	False	protein_coding	-	16252
chr3	121679570	121684313	GOLGB1	GOLGB1	DRIVER	False	protein_coding	-	4743
chr3	121689423	121704013	GOLGB1	GOLGB1	DRIVER	False	protein_coding	-	14590
chr3	121711200	121723378	GOLGB1	GOLGB1	DRIVER	False	protein_coding	-	12178
chr3	121725912	121731973	GOLGB1	GOLGB1	DRIVER	False	protein_coding	-	6061
chr3	121748009	121750966	GOLGB1	GOLGB1	DRIVER	False	protein_coding	-	2957
chr3	122182667	122185529	CASR	CASR	PASSENGER	True	protein_coding	+	2862
chr3	122244377	122248757	CASR	CASR	PASSENGER	True	protein_coding	+	4380
chr3	122252947	122255374	CASR	CASR	PASSENGER	True	protein_coding	+	2427
chr3	122256080	122258638	CASR	CASR	PASSENGER	True	protein_coding	+	2558
chr3	122260527	122263412	CASR	CASR	PASSENGER	True	protein_coding	+	2885
chr3	122274811	122277042	CASR	CASR	PASSENGER	True	protein_coding	+	2231
chr3	122281082	122292629	CASR	CASR	PASSENGER	True	protein_coding	+	11547
chr3	130516176	130518397	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2221
chr3	130559333	130561428	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2095
chr3	130562067	130569604	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	7537
chr3	130569817	130572393	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2576
chr3	130572955	130575525	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2570
chr3	130580560	130583068	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2508
chr3	130585505	130587660	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2155
chr3	130588089	130595419	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	7330
chr3	130597364	130600810	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	3446
chr3	130605930	130611711	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	5781
chr3	130620820	130622883	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2063
chr3	130625484	130628369	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2885
chr3	130633589	130636761	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	3172
chr3	130640651	130646002	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	5351
chr3	130648068	130650562	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2494
chr3	130657675	130659772	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2097
chr3	130660636	130663308	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2672
chr3	130664002	130666096	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	2094
chr3	130674201	130678044	COL6A6	COL6A6	PASSENGER	False	protein_coding	+	3843
chr3	140677063	140679570	TRIM42	TRIM42	PASSENGER	False	protein_coding	+	2507
chr3	140681461	140684159	TRIM42	TRIM42	PASSENGER	False	protein_coding	+	2698
chr3	140686721	140689542	TRIM42	TRIM42	PASSENGER	False	protein_coding	+	2821
chr3	140689967	140692192	TRIM42	TRIM42	PASSENGER	False	protein_coding	+	2225
chr3	140699887	140702150	TRIM42	TRIM42	PASSENGER	False	protein_coding	+	2263
chr3	151084285	151088025	MED12L	MED12L	PASSENGER	False	protein_coding	+	3740
chr3	151115337	151117442	MED12L	MED12L	PASSENGER	False	protein_coding	+	2105
chr3	151121782	151123974	MED12L	MED12L	PASSENGER	False	protein_coding	+	2192
chr3	151126824	151128984	MED12L	MED12L	PASSENGER	False	protein_coding	+	2160
chr3	151155160	151157330	MED12L	MED12L	PASSENGER	False	protein_coding	+	2170
chr3	151157688	151161101	MED12L	MED12L	PASSENGER	False	protein_coding	+	3413
chr3	151162892	151166982	MED12L	MED12L	PASSENGER	False	protein_coding	+	4090
chr3	151184329	151186461	MED12L	MED12L	PASSENGER	False	protein_coding	+	2132
chr3	151187353	151189480	MED12L	MED12L	PASSENGER	False	protein_coding	+	2127
chr3	151189716	151194745	MED12L	MED12L	PASSENGER	False	protein_coding	+	5029
chr3	151240795	151242868	MED12L	MED12L	PASSENGER	False	protein_coding	+	2073
chr3	151315419	151317746	MED12L	MED12L	PASSENGER	False	protein_coding	+	2327
chr3	151335506	151338062	MED12L	MED12L	PASSENGER	False	protein_coding	+	2556
chr3	151349058	151351206	MED12L	MED12L	PASSENGER	False	protein_coding	+	2148
chr3	151354120	151359420	MED12L	MED12L	PASSENGER	False	protein_coding	+	5300
chr3	151359473	151361605	MED12L	MED12L	PASSENGER	False	protein_coding	+	2132
chr3	151363978	151370549	MED12L	MED12L	PASSENGER	False	protein_coding	+	6571
chr3	151371566	151373766	MED12L	MED12L	PASSENGER	False	protein_coding	+	2200
chr3	151375025	151381224	MED12L	MED12L	PASSENGER	False	protein_coding	+	6199
chr3	151381655	151386191	MED12L	MED12L	PASSENGER	False	protein_coding	+	4536
chr3	151386809	151391135	MED12L	MED12L	PASSENGER	False	protein_coding	+	4326
chr3	151393655	151395867	MED12L	MED12L	PASSENGER	False	protein_coding	+	2212
chr3	151408242	151414295	MED12L	MED12L	PASSENGER	False	protein_coding	+	6053
chr3	151415311	151417422	MED12L	MED12L	PASSENGER	False	protein_coding	+	2111
chr3	151429298	151431380	MED12L	MED12L	PASSENGER	False	protein_coding	+	2082
chr3	151431751	151438072	MED12L	MED12L	PASSENGER	False	protein_coding	+	6321
chr3	154333942	154339271	GPR149	GPR149	PASSENGER	False	protein_coding	-	5329
chr3	154420038	154422487	GPR149	GPR149	PASSENGER	False	protein_coding	-	2449
chr3	154426515	154431190	GPR149	GPR149	PASSENGER	False	protein_coding	-	4675
chr3	155374579	155376789	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2210
chr3	155478880	155495517	PLCH1	PLCH1	DRIVER	False	protein_coding	-	16637
chr3	155496319	155498417	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2098
chr3	155499702	155501794	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2092
chr3	155503554	155505626	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2072
chr3	155513722	155515884	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2162
chr3	155522896	155525004	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2108
chr3	155548786	155550958	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2172
chr3	155553075	155555196	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2121
chr3	155563914	155566118	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2204
chr3	155567230	155569324	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2094
chr3	155582471	155584642	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2171
chr3	155585064	155587194	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2130
chr3	155592940	155595184	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2244
chr3	155595231	155597378	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2147
chr3	155674996	155677416	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2420
chr3	155703145	155705264	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2119
chr3	155743839	155746071	PLCH1	PLCH1	DRIVER	False	protein_coding	-	2232
chr3	164977897	164980430	SI	SI	PASSENGER	True	protein_coding	-	2533
chr3	164981242	164984051	SI	SI	PASSENGER	True	protein_coding	-	2809
chr3	164986137	164988226	SI	SI	PASSENGER	True	protein_coding	-	2089
chr3	164990352	164995405	SI	SI	PASSENGER	True	protein_coding	-	5053
chr3	164995534	164999673	SI	SI	PASSENGER	True	protein_coding	-	4139
chr3	165005815	165010395	SI	SI	PASSENGER	True	protein_coding	-	4580
chr3	165011979	165014042	SI	SI	PASSENGER	True	protein_coding	-	2063
chr3	165014122	165022383	SI	SI	PASSENGER	True	protein_coding	-	8261
chr3	165022569	165024776	SI	SI	PASSENGER	True	protein_coding	-	2207
chr3	165029711	165034444	SI	SI	PASSENGER	True	protein_coding	-	4733
chr3	165035388	165044175	SI	SI	PASSENGER	True	protein_coding	-	8787
chr3	165045840	165048012	SI	SI	PASSENGER	True	protein_coding	-	2172
chr3	165048126	165050875	SI	SI	PASSENGER	True	protein_coding	-	2749
chr3	165054193	165056307	SI	SI	PASSENGER	True	protein_coding	-	2114
chr3	165057962	165061027	SI	SI	PASSENGER	True	protein_coding	-	3065
chr3	165061370	165070195	SI	SI	PASSENGER	True	protein_coding	-	8825
chr3	165073424	165077014	SI	SI	PASSENGER	True	protein_coding	-	3590
chr3	165077432	165079496	SI	SI	PASSENGER	True	protein_coding	-	2064
chr3	165185719	165191851	SLITRK3	SLITRK3	PASSENGER	False	protein_coding	-	6132
chr3	165194579	165198109	SLITRK3	SLITRK3	PASSENGER	False	protein_coding	-	3530
chr3	171057413	171065042	TNIK	TNIK	DRIVER	False	protein_coding	-	7629
chr3	171065186	171067735	TNIK	TNIK	DRIVER	False	protein_coding	-	2549
chr3	171067847	171069997	TNIK	TNIK	DRIVER	False	protein_coding	-	2150
chr3	171070222	171072406	TNIK	TNIK	DRIVER	False	protein_coding	-	2184
chr3	171078517	171080652	TNIK	TNIK	DRIVER	False	protein_coding	-	2135
chr3	171081250	171086229	TNIK	TNIK	DRIVER	False	protein_coding	-	4979
chr3	171086341	171088506	TNIK	TNIK	DRIVER	False	protein_coding	-	2165
chr3	171092838	171094968	TNIK	TNIK	DRIVER	False	protein_coding	-	2130
chr3	171100448	171103072	TNIK	TNIK	DRIVER	False	protein_coding	-	2624
chr3	171106182	171109162	TNIK	TNIK	DRIVER	False	protein_coding	-	2980
chr3	171109713	171111877	TNIK	TNIK	DRIVER	False	protein_coding	-	2164
chr3	171122595	171124702	TNIK	TNIK	DRIVER	False	protein_coding	-	2107
chr3	171124911	171127151	TNIK	TNIK	DRIVER	False	protein_coding	-	2240
chr3	171127713	171129878	TNIK	TNIK	DRIVER	False	protein_coding	-	2165
chr3	171137190	171141509	TNIK	TNIK	DRIVER	False	protein_coding	-	4319
chr3	171156459	171158664	TNIK	TNIK	DRIVER	False	protein_coding	-	2205
chr3	171160269	171162336	TNIK	TNIK	DRIVER	False	protein_coding	-	2067
chr3	171166094	171168270	TNIK	TNIK	DRIVER	False	protein_coding	-	2176
chr3	171174251	171178380	TNIK	TNIK	DRIVER	False	protein_coding	-	4129
chr3	171187701	171191787	TNIK	TNIK	DRIVER	False	protein_coding	-	4086
chr3	171193524	171195635	TNIK	TNIK	DRIVER	False	protein_coding	-	2111
chr3	171210115	171212241	TNIK	TNIK	DRIVER	False	protein_coding	-	2126
chr3	171224533	171226711	TNIK	TNIK	DRIVER	False	protein_coding	-	2178
chr3	171227164	171229221	TNIK	TNIK	DRIVER	False	protein_coding	-	2057
chr3	171345933	171348218	TNIK	TNIK	DRIVER	False	protein_coding	-	2285
chr3	171368619	171370685	TNIK	TNIK	DRIVER	False	protein_coding	-	2066
chr3	171459006	171461408	TNIK	TNIK	DRIVER	False	protein_coding	-	2402
chr3	179147113	179150716	PIK3CA	PIK3CA	DRIVER	False	protein_coding	+	3603
chr3	179195018	179205588	PIK3CA	PIK3CA	DRIVER	False	protein_coding	+	10570
chr3	179208594	179211565	PIK3CA	PIK3CA	DRIVER	False	protein_coding	+	2971
chr3	179217208	179222157	PIK3CA	PIK3CA	DRIVER	False	protein_coding	+	4949
chr3	179223080	179231376	PIK3CA	PIK3CA	DRIVER	False	protein_coding	+	8296
chr3	179232288	179241093	PIK3CA	PIK3CA	DRIVER	False	protein_coding	+	8805
chr4	65318562	65325219	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	6657
chr4	65329560	65333128	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	3568
chr4	65334931	65337125	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2194
chr4	65347053	65349203	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2150
chr4	65350388	65354103	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	3715
chr4	65364016	65368424	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	4408
chr4	65375997	65378063	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2066
chr4	65403373	65405479	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2106
chr4	65413283	65415443	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2160
chr4	65419440	65421565	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2125
chr4	65489376	65491712	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2336
chr4	65494387	65496543	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2156
chr4	65600640	65603304	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2664
chr4	65642362	65644427	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2065
chr4	65668561	65671495	EPHA5	EPHA5	PASSENGER	False	protein_coding	-	2934
chr4	70627743	70630554	ENAM	ENAM	PASSENGER	False	protein_coding	+	2811
chr4	70630669	70638843	ENAM	ENAM	PASSENGER	False	protein_coding	+	8174
chr4	70641014	70647824	ENAM	ENAM	PASSENGER	False	protein_coding	+	6810
chr4	78056322	78059085	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2763
chr4	78064984	78067016	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2032
chr4	78067552	78073107	FRAS1	FRAS1	DRIVER	True	protein_coding	+	5555
chr4	78236509	78238617	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2108
chr4	78244232	78246325	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2093
chr4	78251391	78253551	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2160
chr4	78254241	78256375	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2134
chr4	78264024	78268432	FRAS1	FRAS1	DRIVER	True	protein_coding	+	4408
chr4	78277654	78279744	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2090
chr4	78280397	78287539	FRAS1	FRAS1	DRIVER	True	protein_coding	+	7142
chr4	78307065	78309209	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2144
chr4	78314593	78320653	FRAS1	FRAS1	DRIVER	True	protein_coding	+	6060
chr4	78332271	78334412	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2141
chr4	78336673	78339037	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2364
chr4	78362512	78365054	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2542
chr4	78368837	78370984	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2147
chr4	78371717	78376879	FRAS1	FRAS1	DRIVER	True	protein_coding	+	5162
chr4	78378725	78380996	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2271
chr4	78383058	78385143	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2085
chr4	78386374	78388701	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2327
chr4	78399733	78401887	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2154
chr4	78406662	78408841	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2179
chr4	78411968	78414085	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2117
chr4	78417948	78420063	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2115
chr4	78420862	78423000	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2138
chr4	78423387	78425420	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2033
chr4	78428094	78433604	FRAS1	FRAS1	DRIVER	True	protein_coding	+	5510
chr4	78437569	78440064	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2495
chr4	78440161	78442297	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2136
chr4	78444521	78453354	FRAS1	FRAS1	DRIVER	True	protein_coding	+	8833
chr4	78463020	78467435	FRAS1	FRAS1	DRIVER	True	protein_coding	+	4415
chr4	78468977	78471091	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2114
chr4	78471179	78476606	FRAS1	FRAS1	DRIVER	True	protein_coding	+	5427
chr4	78476814	78480718	FRAS1	FRAS1	DRIVER	True	protein_coding	+	3904
chr4	78480803	78483535	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2732
chr4	78487874	78490080	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2206
chr4	78495804	78497961	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2157
chr4	78498720	78500921	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2201
chr4	78506420	78510006	FRAS1	FRAS1	DRIVER	True	protein_coding	+	3586
chr4	78510273	78514552	FRAS1	FRAS1	DRIVER	True	protein_coding	+	4279
chr4	78514798	78517013	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2215
chr4	78518330	78520481	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2151
chr4	78520522	78523808	FRAS1	FRAS1	DRIVER	True	protein_coding	+	3286
chr4	78525540	78527657	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2117
chr4	78533448	78535615	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2167
chr4	78535994	78538200	FRAS1	FRAS1	DRIVER	True	protein_coding	+	2206
chr4	78538293	78545269	FRAS1	FRAS1	DRIVER	True	protein_coding	+	6976
chr4	87607528	87609620	DSPP	DSPP	PASSENGER	False	protein_coding	+	2092
chr4	87609880	87617873	DSPP	DSPP	PASSENGER	False	protein_coding	+	7993
chr4	92302965	92305744	GRID2	GRID2	PASSENGER	False	protein_coding	+	2779
chr4	92589130	92591286	GRID2	GRID2	PASSENGER	False	protein_coding	+	2156
chr4	92821948	92824022	GRID2	GRID2	PASSENGER	False	protein_coding	+	2074
chr4	93083985	93086279	GRID2	GRID2	PASSENGER	False	protein_coding	+	2294
chr4	93109747	93113247	GRID2	GRID2	PASSENGER	False	protein_coding	+	3500
chr4	93163733	93167161	GRID2	GRID2	PASSENGER	False	protein_coding	+	3428
chr4	93202948	93205086	GRID2	GRID2	PASSENGER	False	protein_coding	+	2138
chr4	93206403	93208457	GRID2	GRID2	PASSENGER	False	protein_coding	+	2054
chr4	93215737	93218267	GRID2	GRID2	PASSENGER	False	protein_coding	+	2530
chr4	93223613	93225775	GRID2	GRID2	PASSENGER	False	protein_coding	+	2162
chr4	93237370	93239490	GRID2	GRID2	PASSENGER	False	protein_coding	+	2120
chr4	93257895	93259943	GRID2	GRID2	PASSENGER	False	protein_coding	+	2048
chr4	93301582	93303645	GRID2	GRID2	PASSENGER	False	protein_coding	+	2063
chr4	93305110	93307322	GRID2	GRID2	PASSENGER	False	protein_coding	+	2212
chr4	93394606	93396708	GRID2	GRID2	PASSENGER	False	protein_coding	+	2102
chr4	93421770	93423968	GRID2	GRID2	PASSENGER	False	protein_coding	+	2198
chr4	93454661	93456974	GRID2	GRID2	PASSENGER	False	protein_coding	+	2313
chr4	93489638	93491777	GRID2	GRID2	PASSENGER	False	protein_coding	+	2139
chr4	93514215	93516411	GRID2	GRID2	PASSENGER	False	protein_coding	+	2196
chr4	93625268	93627435	GRID2	GRID2	PASSENGER	False	protein_coding	+	2167
